timestamp,open,high,low,close,adjustedClose,volume
2026-05-21T03:00:00Z,53.25,53.5,52.5,52.75,52.75,28394500
2026-05-22T03:00:00Z,53.0,53.0,52.25,52.75,52.75,15520000
2026-05-25T03:00:00Z,53.25,54.25,53.25,54.25,54.25,28403300
2026-05-26T03:00:00Z,54.0,55.0,54.0,54.0,54.0,24118100
2026-05-27T03:00:00Z,54.25,55.0,54.25,54.5,54.5,20363100
2026-05-28T03:00:00Z,54.75,55.5,54.25,55.0,55.0,52183200
2026-05-29T03:00:00Z,55.25,55.5,54.75,55.25,55.25,48985600
2026-06-01T03:00:00Z,55.25,55.25,55.25,55.25,55.25,0
2026-06-02T03:00:00Z,55.25,56.5,54.5,56.25,56.25,55720500
2026-06-03T03:00:00Z,56.25,56.25,56.25,56.25,56.25,0
2026-06-04T03:00:00Z,56.25,59.0,55.75,58.5,58.5,107606000
2026-06-05T03:00:00Z,58.5,58.5,57.5,58.0,58.0,24387700
2026-06-08T03:00:00Z,57.25,58.25,57.0,57.25,57.25,26267400
2026-06-09T03:00:00Z,57.75,57.75,56.25,56.5,56.5,22349600
2026-06-10T03:00:00Z,56.25,57.0,56.0,56.5,56.5,17711300
2026-06-11T03:00:00Z,56.25,57.0,55.75,55.75,55.75,27139600
2026-06-12T03:00:00Z,56.5,58.25,56.5,58.0,58.0,39920800
2026-06-15T03:00:00Z,59.5,60.0,58.75,59.0,59.0,33365500
2026-06-16T03:00:00Z,59.25,60.0,58.5,60.0,60.0,21851900
2026-06-17T03:00:00Z,59.75,60.5,59.0,59.75,59.75,32399200
2026-06-18T03:00:00Z,59.75,60.25,59.0,59.5,59.5,18867400
2026-06-19T03:00:00Z,59.5,60.25,59.5,59.75,59.75,24758200
2026-06-22T03:00:00Z,59.75,60.25,59.25,59.5,59.5,12609800
2026-06-23T03:00:00Z,59.5,59.5,57.75,58.0,58.0,40843800
2026-06-24T03:00:00Z,58.5,61.0,58.25,60.75,60.75,66909900
2026-06-25T03:00:00Z,61.25,62.5,60.75,61.5,61.5,49734500
2026-06-26T03:00:00Z,61.0,62.5,61.0,62.25,62.25,45057600
2026-06-29T03:00:00Z,62.75,63.75,62.5,63.25,63.25,41842900
2026-06-30T03:00:00Z,62.75,64.25,62.75,64.25,64.25,49059300
2026-07-01T03:00:00Z,64.5,64.75,63.5,64.75,64.75,42640100
2026-07-02T03:00:00Z,64.75,65.0,63.5,64.0,64.0,41334400
2026-07-03T03:00:00Z,64.0,65.0,64.0,64.25,64.25,28086000
2026-07-06T03:00:00Z,64.25,64.5,63.75,64.25,64.25,15675200
2026-07-07T03:00:00Z,64.0,64.5,63.5,64.25,64.25,23677200
2026-07-08T03:00:00Z,64.0,64.75,62.25,62.5,62.5,44815600
2026-07-09T03:00:00Z,62.75,63.5,62.75,63.0,63.0,23016300
2026-07-10T03:00:00Z,63.0,63.5,63.0,63.5,63.5,21404700
2026-07-13T03:00:00Z,63.25,64.0,62.75,64.0,64.0,18635500
2026-07-14T03:00:00Z,62.75,63.75,62.5,63.0,63.0,23514300
2026-07-15T03:00:00Z,63.5,64.25,63.25,63.5,63.5,25537300
2026-07-16T03:00:00Z,64.0,64.5,63.75,64.25,64.25,25598200
2026-07-17T03:00:00Z,63.75,64.25,63.5,64.0,64.0,28920300
